,Target_for_rch_1,Target_for_rch_2,Target_for_rch_3,Target_for_rch_4,Target_for_rch_5,Target_for_rch_6,Target_for_rch_7,Target_for_rch_8,Target_for_rch_9,Target_for_rch_10,Target_for_rch_11,Target_for_rch_12,Target_for_rch_13,Target_for_rch_14,Target_for_rch_15,Target_for_rch_16,Target_for_rch_17,Target_for_rch_18,Target_for_rch_19,Target_for_rch_20,Target_for_rch_21,Target_for_rch_22,Target_for_rch_23,Target_for_rch_24,Target_for_rch_25,Target_for_rch_26,Target_for_rch_27,Target_for_rch_29,Target_for_rch_30,Target_for_rch_31,Target_for_rch_32,Target_for_rch_33,Target_for_rch_34,Target_for_rch_35,Target_for_rch_36,Target_for_rch_37,Target_for_rch_38,NA,NA
335,NA,NA,NA,NA,NA,NA,4473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15972,NA,NA,NA,NA,NA,NA,24190,NA,24223,NA,NA,NA,NA,28670,29691,31242,NA,NA
336,NA,NA,NA,NA,NA,NA,4647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16438,NA,NA,NA,NA,NA,NA,24191,NA,24734,NA,NA,NA,NA,30013,29819,31241,NA,NA
337,NA,NA,NA,NA,NA,NA,4561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16277,NA,NA,NA,NA,NA,NA,24100,NA,24735,NA,NA,NA,NA,28897,29822,31966,NA,NA
338,NA,NA,NA,NA,NA,NA,4648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16442,NA,NA,NA,NA,NA,NA,24101,NA,24224,NA,NA,NA,NA,30123,29825,32236,NA,NA
339,NA,NA,NA,NA,NA,NA,4474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16434,NA,NA,NA,NA,NA,NA,24102,NA,24870,NA,NA,NA,NA,28671,29820,31911,NA,NA
340,NA,NA,NA,NA,NA,NA,4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16583,NA,NA,NA,NA,NA,NA,23833,NA,24736,NA,NA,NA,NA,29907,30443,31910,NA,NA
341,NA,NA,NA,NA,NA,NA,4562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16281,NA,NA,NA,NA,NA,NA,23925,NA,24226,NA,NA,NA,NA,29795,29824,31619,NA,NA
342,NA,NA,NA,NA,NA,NA,4563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16587,NA,NA,NA,NA,NA,NA,23834,NA,24737,NA,NA,NA,NA,28780,29823,31912,NA,NA
343,NA,NA,NA,NA,NA,NA,4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16279,NA,NA,NA,NA,NA,NA,23836,NA,NA,NA,NA,NA,NA,28562,29695,32128,NA,NA
344,NA,NA,NA,NA,NA,NA,4649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16288,NA,NA,NA,NA,NA,NA,24019,NA,NA,NA,NA,NA,NA,29027,29693,31913,NA,NA
345,NA,NA,NA,NA,NA,NA,4477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16056,NA,NA,NA,NA,NA,NA,23928,NA,NA,NA,NA,NA,NA,28451,30347,31851,NA,NA
346,NA,NA,NA,NA,NA,NA,4564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16276,NA,NA,NA,NA,NA,NA,23837,NA,NA,NA,NA,NA,NA,29028,29698,31332,NA,NA
347,NA,NA,NA,NA,NA,NA,4575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16162,NA,NA,NA,NA,NA,NA,23658,NA,NA,NA,NA,NA,NA,28899,30047,32019,NA,NA
348,NA,NA,NA,NA,NA,NA,4565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16048,NA,NA,NA,NA,NA,NA,23561,NA,NA,NA,NA,NA,NA,28898,29696,31157,NA,NA
349,NA,NA,NA,NA,NA,NA,4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15975,NA,NA,NA,NA,NA,NA,23660,NA,NA,NA,NA,NA,NA,28449,30246,31914,NA,NA
350,NA,NA,NA,NA,NA,NA,4479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16435,NA,NA,NA,NA,NA,NA,23661,NA,NA,NA,NA,NA,NA,28672,29567,31243,NA,NA
351,NA,NA,NA,NA,NA,NA,4566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16441,NA,NA,NA,NA,NA,NA,22901,NA,NA,NA,NA,NA,NA,29908,29697,31967,NA,NA
352,NA,NA,NA,NA,NA,NA,4574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16047,NA,NA,NA,NA,NA,NA,21488,NA,NA,NA,NA,NA,NA,28564,29938,31788,NA,NA
353,NA,NA,NA,NA,NA,NA,4480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16295,NA,NA,NA,NA,NA,NA,21584,NA,NA,NA,NA,NA,NA,28781,29569,31158,NA,NA
354,NA,NA,NA,NA,NA,NA,4481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16445,NA,NA,NA,NA,NA,NA,21489,NA,NA,NA,NA,NA,NA,28565,29699,31424,NA,NA
355,NA,NA,NA,NA,NA,NA,4496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16291,NA,NA,NA,NA,NA,NA,22187,NA,NA,NA,NA,NA,NA,29796,29700,32286,NA,NA
356,NA,NA,NA,NA,NA,NA,4573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16155,NA,NA,NA,NA,NA,NA,23050,NA,NA,NA,NA,NA,NA,29668,29826,31334,NA,NA
357,NA,NA,NA,NA,NA,NA,4567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16045,NA,NA,NA,NA,NA,NA,22796,NA,NA,NA,NA,NA,NA,28782,29701,31333,NA,NA
358,NA,NA,NA,NA,NA,NA,4568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16164,NA,NA,NA,NA,NA,NA,22916,NA,NA,NA,NA,NA,NA,28673,29568,32020,NA,NA
359,NA,NA,NA,NA,NA,NA,4483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16278,NA,NA,NA,NA,NA,NA,22797,NA,NA,NA,NA,NA,NA,28901,29570,32185,NA,NA
360,NA,NA,NA,NA,NA,NA,4494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16294,NA,NA,NA,NA,NA,NA,22917,NA,NA,NA,NA,NA,NA,28454,29573,31712,NA,NA
361,NA,NA,NA,NA,NA,NA,4484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16298,NA,NA,NA,NA,NA,NA,23053,NA,NA,NA,NA,NA,NA,28566,29444,32182,NA,NA
362,NA,NA,NA,NA,NA,NA,4569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16297,NA,NA,NA,NA,NA,NA,22918,NA,NA,NA,NA,NA,NA,28900,30048,31244,NA,NA
363,NA,NA,NA,NA,NA,NA,4570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16167,NA,NA,NA,NA,NA,NA,22798,NA,NA,NA,NA,NA,NA,28455,29449,32071,NA,NA
364,NA,NA,NA,NA,NA,NA,4485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15976,NA,NA,NA,NA,NA,NA,22919,NA,NA,NA,NA,NA,NA,29797,30444,32448,NA,NA
365,NA,NA,NA,NA,NA,NA,4571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16292,NA,NA,NA,NA,NA,NA,22920,NA,NA,NA,NA,NA,NA,28456,29440,31159,NA,NA
366,NA,NA,NA,NA,NA,NA,4486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16163,NA,NA,NA,NA,NA,NA,22799,NA,NA,NA,NA,NA,NA,29541,29442,32072,NA,NA
367,NA,NA,NA,NA,NA,NA,4493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16057,NA,NA,NA,NA,NA,NA,22800,NA,NA,NA,NA,NA,NA,28674,29571,31156,NA,NA
368,NA,NA,NA,NA,NA,NA,4572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16296,NA,NA,NA,NA,NA,NA,22801,NA,NA,NA,NA,NA,NA,28783,29448,31426,NA,NA
369,NA,NA,NA,NA,NA,NA,4398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16444,NA,NA,NA,NA,NA,NA,22926,NA,NA,NA,NA,NA,NA,29669,29574,31620,NA,NA
370,NA,NA,NA,NA,NA,NA,4492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16159,NA,NA,NA,NA,NA,NA,23061,NA,NA,NA,NA,NA,NA,28457,30348,32184,NA,NA
371,NA,NA,NA,NA,NA,NA,4491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,NA,NA,NA,NA,NA,NA,23068,NA,NA,NA,NA,NA,NA,29667,29702,31520,NA,NA
372,NA,NA,NA,NA,NA,NA,4407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16156,NA,NA,NA,NA,NA,NA,23069,NA,NA,NA,NA,NA,NA,28567,29939,32334,NA,NA
373,NA,NA,NA,NA,NA,NA,4404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16301,NA,NA,NA,NA,NA,NA,22936,NA,NA,NA,NA,NA,NA,29031,29450,31072,NA,NA
374,NA,NA,NA,NA,NA,NA,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16585,NA,NA,NA,NA,NA,NA,22937,NA,NA,NA,NA,NA,NA,28902,30247,31915,NA,NA
375,NA,NA,NA,NA,NA,NA,4225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16166,NA,NA,NA,NA,NA,NA,22938,NA,NA,NA,NA,NA,NA,28784,29451,31521,NA,NA
376,NA,NA,NA,NA,NA,NA,4405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28458,30150,31245,NA,NA
377,NA,NA,NA,NA,NA,NA,4401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28675,29827,32183,NA,NA
378,NA,NA,NA,NA,NA,NA,4406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29670,29572,31425,NA,NA
379,NA,NA,NA,NA,NA,NA,4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29032,30049,31155,NA,NA
380,NA,NA,NA,NA,NA,NA,4403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28568,29325,31968,NA,NA
381,NA,NA,NA,NA,NA,NA,4320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29421,29323,31335,NA,NA
382,NA,NA,NA,NA,NA,NA,4227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28349,29455,32129,NA,NA
383,NA,NA,NA,NA,NA,NA,4322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29544,29575,31160,NA,NA
384,NA,NA,NA,NA,NA,NA,4321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29542,29331,31073,NA,NA
385,NA,NA,NA,NA,NA,NA,4228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28459,29454,31336,NA,NA
386,NA,NA,NA,NA,NA,NA,4135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28903,30445,31853,NA,NA
387,NA,NA,NA,NA,NA,NA,4235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29033,29703,32021,NA,NA
388,NA,NA,NA,NA,NA,NA,4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28351,29452,31071,NA,NA
389,NA,NA,NA,NA,NA,NA,4236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28785,30349,31854,NA,NA
390,NA,NA,NA,NA,NA,NA,4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28352,30152,31427,NA,NA
391,NA,NA,NA,NA,NA,NA,4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28678,29453,31246,NA,NA
392,NA,NA,NA,NA,NA,NA,4237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28676,29828,31855,NA,NA
393,NA,NA,NA,NA,NA,NA,4146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29545,29940,31852,NA,NA
394,NA,NA,NA,NA,NA,NA,4230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29672,30248,31154,NA,NA
395,NA,NA,NA,NA,NA,NA,4139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28904,30151,32237,NA,NA
396,NA,NA,NA,NA,NA,NA,4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29034,30050,31916,NA,NA
397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28569,29456,31856,NA,NA
398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29299,29576,31070,NA,NA
399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28232,29336,31337,NA,NA
400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29543,29335,31428,NA,NA
401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28905,29704,31339,NA,NA
402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28460,30350,31857,NA,NA
403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29422,30051,31789,NA,NA
404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28786,29829,31153,NA,NA
405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29673,29941,32335,NA,NA
406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28236,30249,31970,NA,NA
407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28235,30153,31247,NA,NA
408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28570,29457,31713,NA,NA
409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28679,29577,31161,NA,NA
410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28237,29337,31338,NA,NA
411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29425,30154,31621,NA,NA
412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28230,29705,31522,NA,NA
413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29547,29208,30977,NA,NA
414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28353,30447,32073,NA,NA
415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28787,30351,31248,NA,NA
416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28461,30052,31068,NA,NA
417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28788,29830,31069,NA,NA
418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29172,29942,31074,NA,NA
419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28572,30250,31969,NA,NA
420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28680,29458,31858,NA,NA
421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29423,29578,31430,NA,NA
422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29674,29338,31340,NA,NA
423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29426,29209,31429,NA,NA
424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29300,30448,32186,NA,NA
425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28123,30155,31249,NA,NA
426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28681,30352,30976,NA,NA
427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28354,30053,31250,NA,NA
428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28789,29943,32130,NA,NA
429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28571,30450,31341,NA,NA
430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28790,29339,31067,NA,NA
431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29548,29579,31162,NA,NA
432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28462,29707,30974,NA,NA
433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29804,29211,31523,NA,NA
434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28124,29832,32022,NA,NA
435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28682,29944,31917,NA,NA
436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28120,30054,31342,NA,NA
437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29427,30454,32132,NA,NA
438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28126,29580,31431,NA,NA
439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28127,29708,31971,NA,NA
440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29675,29833,32074,NA,NA
441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29173,29945,31075,NA,NA
442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28791,30055,31343,NA,NA
443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28573,30157,30973,NA,NA
444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28792,29461,31791,NA,NA
445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28238,30254,31251,NA,NA
446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28355,30166,32131,NA,NA
447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28239,30167,30978,NA,NA
448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29549,30563,31792,NA,NA
